Episode 0, Reward: 32.0
Episode 68, Reward: 113.0
Episode 89, Reward: 137.0
Episode 132, Reward: 65.0
Episode 107, Reward: 106.0
Episode 341, Reward: 45.0
Episode 55, Reward: 166.0
Episode 342, Reward: 53.0
Episode 133, Reward: 72.0
Episode 69, Reward: 107.0
Episode 343, Reward: 32.0
Episode 90, Reward: 117.0
Episode 121, Reward: 248.0
Episode 105, Reward: 224.0
Episode 108, Reward: 85.0
Episode 344, Reward: 33.0
Episode 345, Reward: 25.0
Episode 134, Reward: 73.0
Episode 346, Reward: 34.0
Episode 56, Reward: 159.0
Episode 109, Reward: 86.0
Episode 70, Reward: 119.0
Episode 347, Reward: 43.0
Episode 91, Reward: 143.0
Episode 135, Reward: 71.0
Episode 110, Reward: 73.0
Episode 136, Reward: 70.0
Episode 122, Reward: 250.0
Episode 106, Reward: 253.0
Episode 71, Reward: 115.0
Episode 111, Reward: 70.0
Episode 348, Reward: 127.0
Episode 92, Reward: 124.0
Episode 137, Reward: 81.0
Episode 57, Reward: 179.0
Episode 123, Reward: 93.0
Episode 112, Reward: 71.0
Episode 138, Reward: 71.0
Episode 113, Reward: 66.0
Episode 72, Reward: 134.0
Episode 124, Reward: 116.0
Episode 139, Reward: 62.0
Episode 349, Reward: 169.0
Episode 93, Reward: 156.0
Episode 140, Reward: 51.0
Episode 114, Reward: 69.0
Episode 73, Reward: 122.0
Episode 141, Reward: 70.0
Episode 58, Reward: 199.0
Episode 125, Reward: 160.0
Episode 350, Reward: 123.0
Episode 115, Reward: 94.0
Episode 142, Reward: 84.0
Episode 94, Reward: 138.0
Episode 107, Reward: 391.0
Episode 116, Reward: 65.0
Episode 74, Reward: 155.0
Episode 351, Reward: 158.0
Episode 143, Reward: 110.0
Episode 117, Reward: 90.0
Episode 75, Reward: 123.0
Episode 59, Reward: 258.0
Episode 118, Reward: 70.0
Episode 95, Reward: 208.0
Episode 144, Reward: 114.0
Episode 126, Reward: 324.0
Episode 119, Reward: 83.0
Episode 352, Reward: 222.0
Episode 76, Reward: 132.0
Episode 145, Reward: 94.0
Episode 120, Reward: 92.0
Episode 146, Reward: 92.0
Episode 121, Reward: 81.0
Episode 60, Reward: 255.0
Episode 96, Reward: 251.0
Episode 77, Reward: 134.0
Episode 147, Reward: 65.0
Episode 108, Reward: 490.0
Episode 122, Reward: 77.0
Episode 148, Reward: 97.0
Episode 353, Reward: 271.0
Episode 127, Reward: 337.0
Episode 78, Reward: 127.0
Episode 123, Reward: 63.0
Episode 149, Reward: 106.0
Episode 97, Reward: 232.0
Episode 124, Reward: 87.0
Episode 79, Reward: 124.0
Episode 128, Reward: 206.0
Episode 150, Reward: 116.0
Episode 125, Reward: 87.0
Episode 354, Reward: 228.0
Episode 80, Reward: 151.0
Episode 126, Reward: 86.0
Episode 151, Reward: 125.0
Episode 109, Reward: 410.0
Episode 127, Reward: 71.0
Episode 129, Reward: 183.0
Episode 81, Reward: 123.0
Episode 152, Reward: 132.0
Episode 355, Reward: 189.0
Episode 128, Reward: 78.0
Episode 98, Reward: 292.0
Episode 61, Reward: 500.0
Episode 130, Reward: 198.0
Episode 129, Reward: 81.0
Episode 82, Reward: 139.0
Episode 356, Reward: 140.0
Episode 153, Reward: 129.0
Episode 130, Reward: 65.0
Episode 131, Reward: 151.0
Episode 83, Reward: 124.0
Episode 99, Reward: 216.0
Episode 131, Reward: 77.0
Episode 357, Reward: 141.0
Episode 100, Reward: 36.0
Episode 154, Reward: 134.0
Episode 110, Reward: 419.0
Episode 101, Reward: 44.0
Episode 132, Reward: 69.0
Episode 62, Reward: 294.0
Episode 84, Reward: 142.0
Episode 132, Reward: 192.0
Episode 133, Reward: 74.0
Episode 102, Reward: 92.0
Episode 358, Reward: 155.0
Episode 155, Reward: 137.0
Episode 134, Reward: 78.0
Episode 85, Reward: 128.0
Episode 135, Reward: 72.0
Episode 156, Reward: 127.0
Episode 359, Reward: 132.0
Episode 133, Reward: 227.0
Episode 111, Reward: 248.0
Episode 136, Reward: 88.0
Episode 86, Reward: 147.0
Episode 157, Reward: 106.0
Episode 360, Reward: 114.0
Episode 137, Reward: 80.0
Episode 112, Reward: 137.0
Episode 103, Reward: 345.0
Episode 87, Reward: 130.0
Episode 158, Reward: 130.0
Episode 361, Reward: 119.0
Episode 138, Reward: 82.0
Episode 63, Reward: 457.0
Episode 134, Reward: 304.0
Episode 113, Reward: 157.0
Episode 139, Reward: 87.0
Episode 104, Reward: 161.0
Episode 159, Reward: 120.0
Episode 362, Reward: 135.0
Episode 88, Reward: 139.0
Episode 140, Reward: 62.0
Episode 114, Reward: 135.0
Episode 141, Reward: 61.0
Episode 105, Reward: 135.0
Episode 160, Reward: 125.0
Episode 89, Reward: 127.0
Episode 142, Reward: 60.0
Episode 363, Reward: 151.0
Episode 115, Reward: 130.0
Episode 143, Reward: 47.0
Episode 64, Reward: 287.0
Episode 106, Reward: 118.0
Episode 135, Reward: 312.0
Episode 90, Reward: 135.0
Episode 144, Reward: 72.0
Episode 161, Reward: 148.0
Episode 364, Reward: 132.0
Episode 107, Reward: 73.0
Episode 116, Reward: 141.0
Episode 145, Reward: 57.0
Episode 108, Reward: 65.0
Episode 146, Reward: 58.0
Episode 91, Reward: 146.0
Episode 65, Reward: 207.0
Episode 365, Reward: 108.0
Episode 162, Reward: 147.0
Episode 136, Reward: 210.0
Episode 117, Reward: 121.0
Episode 109, Reward: 58.0
Episode 147, Reward: 69.0
Episode 110, Reward: 63.0
Episode 92, Reward: 137.0
Episode 366, Reward: 125.0
Episode 111, Reward: 48.0
Episode 118, Reward: 112.0
Episode 163, Reward: 159.0
Episode 148, Reward: 97.0
Episode 112, Reward: 42.0
Episode 66, Reward: 189.0
Episode 113, Reward: 30.0
Episode 137, Reward: 187.0
Episode 114, Reward: 37.0
Episode 149, Reward: 95.0
Episode 367, Reward: 129.0
Episode 93, Reward: 139.0
Episode 115, Reward: 28.0
Episode 119, Reward: 117.0
Episode 116, Reward: 37.0
Episode 164, Reward: 141.0
Episode 150, Reward: 73.0
Episode 117, Reward: 29.0
Episode 118, Reward: 35.0
Episode 151, Reward: 54.0
Episode 368, Reward: 124.0
Episode 120, Reward: 110.0
Episode 119, Reward: 30.0
Episode 94, Reward: 147.0
Episode 152, Reward: 57.0
Episode 120, Reward: 35.0
Episode 165, Reward: 153.0
Episode 121, Reward: 29.0
Episode 153, Reward: 64.0
Episode 369, Reward: 106.0
Episode 122, Reward: 27.0
Episode 121, Reward: 106.0
Episode 123, Reward: 33.0
Episode 95, Reward: 154.0
Episode 154, Reward: 71.0
Episode 124, Reward: 34.0
Episode 166, Reward: 122.0
Episode 370, Reward: 113.0
Episode 125, Reward: 39.0
Episode 67, Reward: 393.0
Episode 155, Reward: 62.0
Episode 126, Reward: 35.0
Episode 122, Reward: 113.0
Episode 127, Reward: 37.0
Episode 156, Reward: 61.0
Episode 96, Reward: 125.0
Episode 138, Reward: 500.0
Episode 371, Reward: 99.0
Episode 128, Reward: 27.0
Episode 129, Reward: 30.0
Episode 123, Reward: 107.0
Episode 157, Reward: 61.0
Episode 372, Reward: 73.0
Episode 130, Reward: 32.0
Episode 167, Reward: 195.0
Episode 131, Reward: 35.0
Episode 373, Reward: 69.0
Episode 158, Reward: 63.0
Episode 139, Reward: 170.0
Episode 124, Reward: 109.0
Episode 97, Reward: 146.0
Episode 132, Reward: 41.0
Episode 133, Reward: 28.0
Episode 159, Reward: 53.0
Episode 134, Reward: 32.0
Episode 135, Reward: 28.0
Episode 374, Reward: 96.0
Episode 160, Reward: 54.0
Episode 125, Reward: 108.0
Episode 136, Reward: 32.0
Episode 68, Reward: 375.0
Episode 98, Reward: 143.0
Episode 137, Reward: 27.0
Episode 161, Reward: 56.0
Episode 138, Reward: 34.0
Episode 140, Reward: 199.0
Episode 162, Reward: 45.0
Episode 375, Reward: 112.0
Episode 139, Reward: 28.0
Episode 126, Reward: 90.0
Episode 168, Reward: 295.0
Episode 140, Reward: 21.0
Episode 141, Reward: 26.0
Episode 163, Reward: 62.0
Episode 99, Reward: 135.0
Episode 142, Reward: 32.0
Episode 143, Reward: 25.0
Episode 376, Reward: 96.0
Episode 141, Reward: 157.0
Episode 127, Reward: 111.0
Episode 164, Reward: 66.0
Episode 144, Reward: 29.0
Episode 145, Reward: 32.0
Episode 165, Reward: 61.0
Episode 146, Reward: 29.0
Episode 100, Reward: 128.0
Episode 377, Reward: 103.0
Episode 147, Reward: 34.0
Episode 166, Reward: 52.0
Episode 142, Reward: 164.0
Episode 148, Reward: 31.0
Episode 128, Reward: 119.0
Episode 149, Reward: 30.0
Episode 169, Reward: 267.0
Episode 167, Reward: 47.0
Episode 150, Reward: 25.0
Episode 69, Reward: 329.0
Episode 378, Reward: 115.0
Episode 101, Reward: 124.0
Episode 151, Reward: 34.0
Episode 129, Reward: 97.0
Episode 168, Reward: 56.0
Episode 152, Reward: 26.0
Episode 153, Reward: 28.0
Episode 143, Reward: 173.0
Episode 379, Reward: 105.0
Episode 154, Reward: 30.0
Episode 169, Reward: 63.0
Episode 130, Reward: 89.0
Episode 155, Reward: 34.0
Episode 156, Reward: 22.0
Episode 157, Reward: 27.0
Episode 70, Reward: 167.0
Episode 102, Reward: 133.0
Episode 170, Reward: 63.0
Episode 158, Reward: 26.0
Episode 380, Reward: 107.0
Episode 159, Reward: 24.0
Episode 144, Reward: 138.0
Episode 160, Reward: 25.0
Episode 170, Reward: 288.0
Episode 171, Reward: 62.0
Episode 161, Reward: 24.0
Episode 162, Reward: 25.0
Episode 163, Reward: 27.0
Episode 381, Reward: 116.0
Episode 164, Reward: 28.0
Episode 172, Reward: 62.0
Episode 132, Reward: 98.0
Episode 71, Reward: 183.0
Episode 165, Reward: 28.0
Episode 103, Reward: 176.0
Episode 145, Reward: 161.0
Episode 173, Reward: 46.0
Episode 166, Reward: 27.0
Episode 382, Reward: 103.0
Episode 133, Reward: 98.0
Episode 167, Reward: 23.0
Episode 168, Reward: 20.0
Episode 169, Reward: 23.0
Episode 174, Reward: 69.0
Episode 170, Reward: 29.0
Episode 146, Reward: 133.0
Episode 134, Reward: 86.0
Episode 171, Reward: 27.0
Episode 383, Reward: 120.0
Episode 172, Reward: 26.0
Episode 104, Reward: 162.0
Episode 173, Reward: 24.0
Episode 72, Reward: 195.0
Episode 175, Reward: 72.0
Episode 174, Reward: 25.0
Episode 175, Reward: 23.0
Episode 135, Reward: 92.0
Episode 176, Reward: 51.0
Episode 176, Reward: 21.0
Episode 384, Reward: 132.0
Episode 147, Reward: 154.0
Episode 177, Reward: 24.0
Episode 178, Reward: 23.0
Episode 136, Reward: 77.0
Episode 172, Reward: 201.0
Episode 179, Reward: 25.0
Episode 177, Reward: 83.0
Episode 105, Reward: 176.0
Episode 180, Reward: 27.0
Episode 73, Reward: 165.0
Episode 181, Reward: 29.0
Episode 385, Reward: 128.0
Episode 182, Reward: 27.0
Episode 137, Reward: 90.0
Episode 148, Reward: 173.0
Episode 183, Reward: 25.0
Episode 178, Reward: 81.0
Episode 184, Reward: 25.0
Episode 138, Reward: 91.0
Episode 185, Reward: 27.0
Episode 386, Reward: 122.0
Episode 186, Reward: 28.0
Episode 173, Reward: 174.0
Episode 106, Reward: 197.0
Episode 187, Reward: 26.0
Episode 180, Reward: 73.0
Episode 139, Reward: 95.0
Episode 149, Reward: 176.0
Episode 188, Reward: 33.0
Episode 189, Reward: 20.0
Episode 190, Reward: 25.0
Episode 140, Reward: 59.0
Episode 74, Reward: 321.0
Episode 387, Reward: 127.0
Episode 191, Reward: 30.0
Episode 181, Reward: 87.0
Episode 192, Reward: 27.0
Episode 193, Reward: 21.0
Episode 107, Reward: 172.0
Episode 194, Reward: 27.0
Episode 141, Reward: 88.0
Episode 182, Reward: 64.0
Episode 195, Reward: 27.0
Episode 388, Reward: 124.0
Episode 196, Reward: 35.0
Episode 197, Reward: 27.0
Episode 183, Reward: 79.0
Episode 150, Reward: 236.0
Episode 142, Reward: 77.0
Episode 75, Reward: 182.0
Episode 198, Reward: 32.0
Episode 174, Reward: 327.0
Episode 199, Reward: 30.0
Episode 108, Reward: 161.0
Episode 389, Reward: 117.0
Episode 143, Reward: 85.0
Episode 200, Reward: 32.0
Episode 184, Reward: 83.0
Episode 201, Reward: 30.0
Episode 144, Reward: 88.0
Episode 202, Reward: 32.0
Episode 185, Reward: 75.0
Episode 390, Reward: 128.0
Episode 151, Reward: 204.0
Episode 203, Reward: 27.0
Episode 145, Reward: 73.0
Episode 109, Reward: 166.0
Episode 175, Reward: 173.0
Episode 204, Reward: 37.0
Episode 76, Reward: 219.0
Episode 205, Reward: 31.0
Episode 186, Reward: 74.0
Episode 206, Reward: 27.0
Episode 391, Reward: 112.0
Episode 207, Reward: 30.0
Episode 146, Reward: 83.0
Episode 208, Reward: 28.0
Episode 209, Reward: 32.0
Episode 187, Reward: 70.0
Episode 210, Reward: 30.0
Episode 152, Reward: 193.0
Episode 392, Reward: 109.0
Episode 176, Reward: 149.0
Episode 211, Reward: 30.0
Episode 212, Reward: 24.0
Episode 147, Reward: 101.0
Episode 110, Reward: 200.0
Episode 188, Reward: 60.0
Episode 213, Reward: 36.0
Episode 77, Reward: 185.0
Episode 214, Reward: 18.0
Episode 215, Reward: 27.0
Episode 189, Reward: 58.0
Episode 393, Reward: 110.0
Episode 148, Reward: 97.0
Episode 216, Reward: 28.0
Episode 217, Reward: 25.0
Episode 218, Reward: 30.0
Episode 177, Reward: 159.0
Episode 190, Reward: 66.0
Episode 219, Reward: 26.0
Episode 111, Reward: 190.0
Episode 153, Reward: 248.0
Episode 220, Reward: 29.0
Episode 149, Reward: 111.0
Episode 394, Reward: 130.0
Episode 221, Reward: 29.0
Episode 191, Reward: 68.0
Episode 78, Reward: 223.0
Episode 222, Reward: 33.0
Episode 178, Reward: 126.0
Episode 223, Reward: 35.0
Episode 192, Reward: 71.0

Episode 224, Reward: 36.0
Episode 395, Reward: 123.0
Episode 225, Reward: 36.0
Episode 154, Reward: 229.0
Episode 226, Reward: 34.0
Episode 193, Reward: 68.0
Episode 112, Reward: 241.0
Episode 179, Reward: 142.0
Episode 151, Reward: 101.0
Episode 227, Reward: 34.0
Episode 228, Reward: 31.0
Episode 396, Reward: 132.0
Episode 229, Reward: 33.0
Episode 152, Reward: 89.0
Episode 194, Reward: 72.0
Episode 79, Reward: 245.0
Episode 230, Reward: 32.0
Episode 231, Reward: 31.0
Episode 155, Reward: 181.0
Episode 195, Reward: 50.0
Episode 153, Reward: 77.0
Episode 232, Reward: 34.0
Episode 180, Reward: 153.0
Episode 397, Reward: 132.0
Episode 196, Reward: 38.0
Episode 233, Reward: 28.0
Episode 113, Reward: 222.0
Episode 234, Reward: 38.0
Episode 197, Reward: 44.0
Episode 235, Reward: 39.0
Episode 154, Reward: 111.0
Episode 198, Reward: 46.0
Episode 236, Reward: 36.0
Episode 181, Reward: 138.0
Episode 398, Reward: 116.0
Episode 199, Reward: 41.0
Episode 237, Reward: 34.0
Episode 80, Reward: 177.0
Episode 155, Reward: 85.0
Episode 200, Reward: 38.0
Episode 238, Reward: 36.0
Episode 239, Reward: 28.0
Episode 201, Reward: 42.0
Episode 156, Reward: 277.0
Episode 240, Reward: 28.0
Episode 182, Reward: 133.0
Episode 202, Reward: 39.0
Episode 399, Reward: 129.0
Episode 241, Reward: 25.0
Episode 156, Reward: 125.0
Episode 242, Reward: 34.0
Episode 203, Reward: 43.0
Episode 114, Reward: 245.0
Episode 243, Reward: 30.0
Episode 204, Reward: 40.0
Episode 244, Reward: 33.0
Episode 205, Reward: 39.0
Episode 81, Reward: 195.0
Episode 245, Reward: 34.0
Episode 157, Reward: 118.0
Episode 400, Reward: 139.0
Episode 206, Reward: 42.0
Episode 183, Reward: 148.0
Episode 246, Reward: 38.0
Episode 207, Reward: 42.0
Episode 247, Reward: 37.0
Episode 157, Reward: 236.0
Episode 208, Reward: 33.0
Episode 248, Reward: 33.0
Episode 158, Reward: 103.0
Episode 401, Reward: 103.0
Episode 209, Reward: 32.0
Episode 249, Reward: 26.0
Episode 184, Reward: 125.0
Episode 250, Reward: 31.0
Episode 82, Reward: 163.0
Episode 115, Reward: 237.0
Episode 251, Reward: 30.0
Episode 211, Reward: 34.0
Episode 252, Reward: 34.0
Episode 159, Reward: 107.0
Episode 212, Reward: 33.0
Episode 402, Reward: 117.0
Episode 158, Reward: 175.0
Episode 253, Reward: 36.0
Episode 213, Reward: 34.0
Episode 254, Reward: 34.0
Episode 185, Reward: 138.0
Episode 214, Reward: 38.0
Episode 255, Reward: 34.0
Episode 160, Reward: 101.0
Episode 215, Reward: 32.0
Episode 256, Reward: 30.0
Episode 83, Reward: 166.0
Episode 257, Reward: 32.0
Episode 403, Reward: 141.0
Episode 216, Reward: 37.0
Episode 258, Reward: 33.0
Episode 116, Reward: 206.0
Episode 217, Reward: 32.0
Episode 161, Reward: 99.0
Episode 259, Reward: 34.0
Episode 218, Reward: 27.0
Episode 186, Reward: 163.0
Episode 260, Reward: 36.0
Episode 159, Reward: 220.0
Episode 219, Reward: 42.0
Episode 261, Reward: 33.0
Episode 220, Reward: 38.0
Episode 404, Reward: 140.0
Episode 262, Reward: 32.0
Episode 162, Reward: 117.0
Episode 263, Reward: 27.0
Episode 221, Reward: 47.0
Episode 84, Reward: 232.0
Episode 264, Reward: 31.0
Episode 117, Reward: 212.0
Episode 222, Reward: 41.0
Episode 265, Reward: 32.0
Episode 187, Reward: 146.0
Episode 223, Reward: 33.0
Episode 266, Reward: 32.0
Episode 163, Reward: 114.0
Episode 405, Reward: 129.0
Episode 224, Reward: 38.0
Episode 267, Reward: 31.0
Episode 225, Reward: 35.0
Episode 268, Reward: 34.0
Episode 226, Reward: 41.0
Episode 269, Reward: 32.0
Episode 188, Reward: 141.0
Episode 227, Reward: 36.0

Episode 160, Reward: 312.0
Episode 270, Reward: 38.0
Episode 406, Reward: 126.0
Episode 271, Reward: 29.0
Episode 228, Reward: 32.0
Episode 229, Reward: 44.0
Episode 272, Reward: 35.0
Episode 85, Reward: 262.0
Episode 118, Reward: 250.0
Episode 165, Reward: 110.0
Episode 230, Reward: 36.0
Episode 273, Reward: 36.0
Episode 189, Reward: 134.0
Episode 407, Reward: 142.0
Episode 231, Reward: 38.0
Episode 274, Reward: 35.0
Episode 232, Reward: 38.0
Episode 275, Reward: 36.0
Episode 161, Reward: 170.0
Episode 233, Reward: 35.0
Episode 276, Reward: 30.0
Episode 234, Reward: 36.0
Episode 166, Reward: 110.0
Episode 277, Reward: 36.0
Episode 408, Reward: 113.0
Episode 235, Reward: 45.0
Episode 119, Reward: 221.0
Episode 278, Reward: 39.0
Episode 190, Reward: 164.0
Episode 86, Reward: 227.0
Episode 236, Reward: 39.0
Episode 279, Reward: 40.0
Episode 167, Reward: 123.0
Episode 237, Reward: 30.0
Episode 280, Reward: 39.0
Episode 409, Reward: 151.0
Episode 238, Reward: 42.0
Episode 281, Reward: 43.0
Episode 162, Reward: 227.0
Episode 168, Reward: 109.0
Episode 239, Reward: 37.0
Episode 282, Reward: 43.0
Episode 240, Reward: 33.0
Episode 283, Reward: 37.0
Episode 410, Reward: 141.0
Episode 241, Reward: 39.0
Episode 191, Reward: 208.0
Episode 284, Reward: 39.0
Episode 120, Reward: 224.0
Episode 242, Reward: 32.0
Episode 285, Reward: 38.0
Episode 169, Reward: 115.0
Episode 243, Reward: 36.0
Episode 286, Reward: 31.0
Episode 163, Reward: 217.0
Episode 411, Reward: 130.0
Episode 244, Reward: 45.0
Episode 287, Reward: 34.0
Episode 245, Reward: 34.0
Episode 288, Reward: 45.0
Episode 170, Reward: 123.0
Episode 192, Reward: 180.0
Episode 246, Reward: 44.0
Episode 289, Reward: 32.0
Episode 290, Reward: 37.0
Episode 247, Reward: 40.0
Episode 412, Reward: 136.0
Episode 164, Reward: 148.0
Episode 121, Reward: 240.0
Episode 291, Reward: 29.0
Episode 248, Reward: 30.0
Episode 292, Reward: 32.0
Episode 249, Reward: 38.0
Episode 171, Reward: 123.0
Episode 87, Reward: 500.0
Episode 293, Reward: 30.0
Episode 250, Reward: 33.0
Episode 294, Reward: 31.0
Episode 165, Reward: 124.0
Episode 251, Reward: 37.0
Episode 413, Reward: 145.0
Episode 295, Reward: 36.0
Episode 193, Reward: 182.0
Episode 252, Reward: 36.0
Episode 296, Reward: 34.0
Episode 253, Reward: 33.0
Episode 297, Reward: 35.0
Episode 254, Reward: 32.0
Episode 172, Reward: 139.0
Episode 166, Reward: 110.0
Episode 298, Reward: 34.0
Episode 122, Reward: 260.0
Episode 255, Reward: 33.0
Episode 414, Reward: 142.0
Episode 299, Reward: 33.0
Episode 256, Reward: 35.0
Episode 300, Reward: 39.0
Episode 257, Reward: 30.0
Episode 194, Reward: 187.0
Episode 167, Reward: 117.0
Episode 88, Reward: 262.0
Episode 301, Reward: 36.0
Episode 173, Reward: 122.0
Episode 258, Reward: 33.0
Episode 415, Reward: 131.0
Episode 302, Reward: 42.0
Episode 259, Reward: 31.0
Episode 303, Reward: 34.0
Episode 260, Reward: 29.0
Episode 304, Reward: 34.0
Episode 168, Reward: 121.0
Episode 261, Reward: 30.0
Episode 305, Reward: 36.0
Episode 262, Reward: 33.0
Episode 174, Reward: 131.0
Episode 195, Reward: 166.0
Episode 416, Reward: 154.0
Episode 306, Reward: 29.0
Episode 263, Reward: 34.0
Episode 89, Reward: 184.0
Episode 307, Reward: 44.0
Episode 264, Reward: 35.0
Episode 169, Reward: 137.0
Episode 308, Reward: 35.0
Episode 265, Reward: 31.0
Episode 309, Reward: 25.0
Episode 175, Reward: 117.0
Episode 266, Reward: 28.0
Episode 310, Reward: 27.0
Episode 196, Reward: 143.0
Episode 417, Reward: 139.0
Episode 267, Reward: 32.0
Episode 311, Reward: 30.0
Episode 268, Reward: 32.0
Episode 312, Reward: 29.0
Episode 90, Reward: 159.0
Episode 170, Reward: 145.0
Episode 313, Reward: 31.0
Episode 269, Reward: 45.0
Episode 176, Reward: 128.0
Episode 314, Reward: 23.0
Episode 123, Reward: 500.0
Episode 270, Reward: 38.0
Episode 315, Reward: 29.0
Episode 418, Reward: 155.0
Episode 197, Reward: 183.0
Episode 316, Reward: 26.0
Episode 271, Reward: 41.0
Episode 171, Reward: 132.0
Episode 317, Reward: 31.0
Episode 177, Reward: 114.0
Episode 272, Reward: 37.0
Episode 318, Reward: 30.0
Episode 273, Reward: 31.0
Episode 319, Reward: 34.0
Episode 91, Reward: 199.0
Episode 274, Reward: 28.0
Episode 320, Reward: 26.0
Episode 419, Reward: 145.0
Episode 275, Reward: 40.0
Episode 172, Reward: 132.0
Episode 321, Reward: 37.0
Episode 178, Reward: 125.0
Episode 276, Reward: 43.0
Episode 322, Reward: 38.0
Episode 198, Reward: 206.0
Episode 277, Reward: 44.0
Episode 323, Reward: 32.0
Episode 324, Reward: 31.0
Episode 420, Reward: 127.0
Episode 278, Reward: 44.0
Episode 325, Reward: 34.0
Episode 173, Reward: 143.0
Episode 179, Reward: 135.0
Episode 326, Reward: 28.0
Episode 279, Reward: 47.0
Episode 327, Reward: 27.0
Episode 328, Reward: 28.0
Episode 280, Reward: 42.0
Episode 421, Reward: 123.0
Episode 329, Reward: 31.0
Episode 199, Reward: 191.0
Episode 92, Reward: 261.0
Episode 174, Reward: 129.0
Episode 281, Reward: 43.0
Episode 180, Reward: 106.0
Episode 331, Reward: 26.0
Episode 282, Reward: 38.0
Episode 332, Reward: 28.0
Episode 124, Reward: 500.0
Episode 333, Reward: 30.0
Episode 422, Reward: 138.0
Episode 283, Reward: 42.0
Episode 175, Reward: 121.0
Episode 334, Reward: 32.0
Episode 284, Reward: 32.0
Episode 335, Reward: 38.0
Episode 181, Reward: 131.0
Episode 336, Reward: 32.0
Episode 285, Reward: 25.0
Episode 93, Reward: 178.0
Episode 337, Reward: 32.0
Episode 286, Reward: 27.0
Episode 338, Reward: 32.0
Episode 287, Reward: 29.0
Episode 176, Reward: 131.0
Episode 200, Reward: 224.0
Episode 423, Reward: 155.0
Episode 339, Reward: 40.0
Episode 288, Reward: 39.0
Episode 182, Reward: 123.0
Episode 289, Reward: 29.0
Episode 340, Reward: 41.0
Episode 94, Reward: 155.0
Episode 341, Reward: 39.0
Episode 290, Reward: 44.0
Episode 177, Reward: 131.0
Episode 291, Reward: 38.0
Episode 424, Reward: 135.0
Episode 342, Reward: 32.0
Episode 183, Reward: 125.0
Episode 292, Reward: 34.0
Episode 343, Reward: 34.0
Episode 293, Reward: 33.0
Episode 344, Reward: 39.0
Episode 201, Reward: 234.0
Episode 294, Reward: 29.0
Episode 345, Reward: 28.0
Episode 425, Reward: 134.0
Episode 178, Reward: 156.0
Episode 95, Reward: 169.0
Episode 346, Reward: 39.0
Episode 295, Reward: 35.0
Episode 184, Reward: 117.0
Episode 296, Reward: 31.0
Episode 347, Reward: 31.0
Episode 125, Reward: 500.0
Episode 297, Reward: 37.0
Episode 348, Reward: 34.0
Episode 298, Reward: 28.0
Episode 349, Reward: 23.0
Episode 426, Reward: 133.0
Episode 299, Reward: 31.0
Episode 350, Reward: 33.0
Episode 179, Reward: 166.0
Episode 185, Reward: 123.0
Episode 300, Reward: 35.0
Episode 351, Reward: 32.0
Episode 301, Reward: 13.0
Episode 96, Reward: 168.0
Episode 352, Reward: 36.0
Episode 302, Reward: 31.0
Episode 303, Reward: 26.0
Episode 353, Reward: 38.0
Episode 427, Reward: 138.0
Episode 304, Reward: 26.0
Episode 186, Reward: 110.0
Episode 354, Reward: 36.0
Episode 180, Reward: 137.0
Episode 97, Reward: 129.0
Episode 355, Reward: 32.0
Episode 305, Reward: 34.0
Episode 356, Reward: 38.0
Episode 306, Reward: 30.0
Episode 307, Reward: 27.0
Episode 357, Reward: 44.0
Episode 187, Reward: 115.0
Episode 428, Reward: 142.0
Episode 181, Reward: 136.0
Episode 308, Reward: 34.0
Episode 202, Reward: 438.0
Episode 358, Reward: 40.0
Episode 309, Reward: 21.0
Episode 98, Reward: 147.0
Episode 359, Reward: 39.0
Episode 310, Reward: 24.0
Episode 311, Reward: 25.0
Episode 188, Reward: 100.0
Episode 360, Reward: 38.0
Episode 312, Reward: 29.0
Episode 429, Reward: 142.0
Episode 361, Reward: 36.0
Episode 182, Reward: 145.0
Episode 313, Reward: 31.0
Episode 362, Reward: 30.0
Episode 363, Reward: 29.0
Episode 314, Reward: 34.0
Episode 99, Reward: 143.0
Episode 189, Reward: 115.0
Episode 126, Reward: 500.0
Episode 203, Reward: 203.0
Episode 315, Reward: 27.0
Episode 364, Reward: 34.0
Episode 316, Reward: 26.0
Episode 365, Reward: 25.0
Episode 183, Reward: 143.0
Episode 366, Reward: 25.0
Episode 317, Reward: 25.0
Episode 430, Reward: 172.0
Episode 318, Reward: 34.0
Episode 367, Reward: 27.0
Episode 190, Reward: 110.0
Episode 368, Reward: 24.0
Episode 319, Reward: 27.0
Episode 369, Reward: 27.0
Episode 320, Reward: 38.0
Episode 100, Reward: 135.0
Episode 184, Reward: 131.0
Episode 370, Reward: 29.0
Episode 321, Reward: 34.0
Episode 204, Reward: 180.0
Episode 371, Reward: 33.0
Episode 191, Reward: 104.0
Episode 322, Reward: 34.0
Episode 372, Reward: 31.0
Episode 431, Reward: 162.0
Episode 323, Reward: 25.0
Episode 373, Reward: 31.0
Episode 324, Reward: 29.0
Episode 185, Reward: 125.0
Episode 374, Reward: 32.0
Episode 101, Reward: 139.0
Episode 192, Reward: 117.0
Episode 325, Reward: 36.0
Episode 375, Reward: 25.0
Episode 127, Reward: 339.0
Episode 326, Reward: 29.0
Episode 376, Reward: 23.0
Episode 205, Reward: 157.0
Episode 377, Reward: 28.0
Episode 186, Reward: 111.0
Episode 432, Reward: 151.0
Episode 327, Reward: 37.0
Episode 193, Reward: 88.0
Episode 378, Reward: 31.0
